Application_Domain,Application_Name,Project_Id,BRD_Req_ID,Req_Description,TC_ID,Test_case_summary,Test_case_description,TC_ID_Step,Test_Steps,Expected_results,Fun_ID,Impact_Fucntionality,Impacted_Component,Component_ID,DataSourceId,Impact_Table,Impact_Column,Precondition_Fucntionality,Precondition_Table,Precondition_Column,Keywords,Test_Data,TD_ID
Member,Omni,p12345,CSR Rewrite/CSR 22,"Customer Support Representative (CSR) should be able to add new Coordination of benefits details for the called-in member, Customer Support Representative (CSR) should be able to add a new Coordination of Benefit with details like Other Payer Name, Other Payer Member ID, Product Type, PLan Effective date, COB indicator Primary or secondary, Plan Termination date and get the confirmation back from the system",CSR Rewrite/CSR1_TC_27_b,Validate CSR can add new invalid Coordination of benefits,Validate CSR can add new invalid Coordination of benefits for the called-in member,CSR Rewrite/CSR1_TC_27_b_6,"CSR enters correct information from caller   ZIP Code, SSN, First Name, Last Name, DOB and SSN details and click Validation",HIPAA validation completed and CSR taken to the M360 Screen,CSR Rewrite/CSR 22_F1,Add Coordination of benefits,component-10,1002,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen","Member First Name ""John""
Last Name = ""Edward""
DOB "" 12/12/198""
SSN = ""XXX-XX-1234""",1062
Member,Omni,p12345,CSR Rewrite/CSR 22,"Customer Support Representative (CSR) should be able to add new Coordination of benefits details for the called-in member, Customer Support Representative (CSR) should be able to add a new Coordination of Benefit with details like Other Payer Name, Other Payer Member ID, Product Type, PLan Effective date, COB indicator Primary or secondary, Plan Termination date and get the confirmation back from the system",CSR Rewrite/CSR1_TC_27_b,Validate CSR can add new invalid Coordination of benefits,Validate CSR can add new invalid Coordination of benefits for the called-in member,CSR Rewrite/CSR1_TC_27_b_7,CSR clicks on plus icon in M360 screen, screen should display different actions/tasks  and search field for actions,CSR Rewrite/CSR 22_F1,Add Coordination of benefits,component-6,1006,1063,Member,,HIPAA validation,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 22,"Customer Support Representative (CSR) should be able to add new Coordination of benefits details for the called-in member, Customer Support Representative (CSR) should be able to add a new Coordination of Benefit with details like Other Payer Name, Other Payer Member ID, Product Type, PLan Effective date, COB indicator Primary or secondary, Plan Termination date and get the confirmation back from the system",CSR Rewrite/CSR1_TC_27_b,Validate CSR can add new invalid Coordination of benefits,Validate CSR can add new invalid Coordination of benefits for the called-in member,CSR Rewrite/CSR1_TC_27_b_8,CSR cliks on Coordination of benefits under Benefits/Auths/Claims column,screen should display warning message or Coordination of benefits records with add benefits link,CSR Rewrite/CSR 22_F1,Add Coordination of benefits,component-3,1004,1063,Member,,Actions,,,"CSR, Member, Coordination of benefits",None,
Member,Omni,p12345,CSR Rewrite/CSR 22,"Customer Support Representative (CSR) should be able to add new Coordination of benefits details for the called-in member, Customer Support Representative (CSR) should be able to add a new Coordination of Benefit with details like Other Payer Name, Other Payer Member ID, Product Type, PLan Effective date, COB indicator Primary or secondary, Plan Termination date and get the confirmation back from the system",CSR Rewrite/CSR1_TC_27_b,Validate CSR can add new invalid Coordination of benefits,Validate CSR can add new invalid Coordination of benefits for the called-in member,CSR Rewrite/CSR1_TC_27_b_9,CSR cliks on add benefits link,screen should ask for coordination of benefit details,CSR Rewrite/CSR 22_F1,Add Coordination of benefits,component-6,1006,1063,Member,,Coordination of benefits,,,"CSR, Member, Coordination of benefits",None,
Member,Omni,p12345,CSR Rewrite/CSR 22,"Customer Support Representative (CSR) should be able to add new Coordination of benefits details for the called-in member, Customer Support Representative (CSR) should be able to add a new Coordination of Benefit with details like Other Payer Name, Other Payer Member ID, Product Type, PLan Effective date, COB indicator Primary or secondary, Plan Termination date and get the confirmation back from the system",CSR Rewrite/CSR1_TC_27_b,Validate CSR can add new invalid Coordination of benefits,Validate CSR can add new invalid Coordination of benefits for the called-in member,CSR Rewrite/CSR1_TC_27_b_10,"CSR enters invalid details like invalid Payer Name, invalid Payer Member ID, invalid Product Type,invalid PLan Effective date, invalid COB indicator Primary or secondary, invalid Plan Termination date and click continue",screen should display error message and asks for correct information,CSR Rewrite/CSR 22_F1,Add Coordination of benefits,component-10,1002,1063,Member,,Coordination of benefits,,,"CSR, Member, Coordination of benefits","Other Payer Name=""xyz"", Other Payer Member ID=""123"", Product Type=""abc"", PLan Effective date=""22/2/22"", COB indicator Primary or secondary=""asd"", Plan Termination date=""22/2/221""",1073
Member,Omni,p12345,CSR Rewrite/CSR 22,"Customer Support Representative (CSR) should be able to add new Coordination of benefits details for the called-in member, Customer Support Representative (CSR) should be able to add a new Coordination of Benefit with details like Other Payer Name, Other Payer Member ID, Product Type, PLan Effective date, COB indicator Primary or secondary, Plan Termination date and get the confirmation back from the system",CSR Rewrite/CSR1_TC_27_c,Validate CSR can add new invalid Coordination of benefits through search field,Validate CSR can add new invalid Coordination of benefits for the called-in member through search field,CSR Rewrite/CSR1_TC_27_c_3,CSR Provide the Member ID in the search Field and click search,Member search result screen displayed with matching member record with multiple enrollment(s) if any ,CSR Rewrite/CSR 22_F1,Add Coordination of benefits,component-10,1002,1063,Member,,Member enrolled in the system,,,CSR,"Member ID = ""M12345678""",1061
Member,Omni,p12345,CSR Rewrite/CSR 22,"Customer Support Representative (CSR) should be able to add new Coordination of benefits details for the called-in member, Customer Support Representative (CSR) should be able to add a new Coordination of Benefit with details like Other Payer Name, Other Payer Member ID, Product Type, PLan Effective date, COB indicator Primary or secondary, Plan Termination date and get the confirmation back from the system",CSR Rewrite/CSR1_TC_27_c,Validate CSR can add new invalid Coordination of benefits through search field,Validate CSR can add new invalid Coordination of benefits for the called-in member through search field,CSR Rewrite/CSR1_TC_27_c_4,Validate the Member Record details,"Member Records should include Member ID, Last Name, First Name, Middle Name, Date of Birth, Address, Business line, Member Status, DSNP indicator (Y/N)",CSR Rewrite/CSR 22_F1,Add Coordination of benefits,component-4,1001,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 22,"Customer Support Representative (CSR) should be able to add new Coordination of benefits details for the called-in member, Customer Support Representative (CSR) should be able to add a new Coordination of Benefit with details like Other Payer Name, Other Payer Member ID, Product Type, PLan Effective date, COB indicator Primary or secondary, Plan Termination date and get the confirmation back from the system",CSR Rewrite/CSR1_TC_27_c,Validate CSR can add new invalid Coordination of benefits through search field,Validate CSR can add new invalid Coordination of benefits for the called-in member through search field,CSR Rewrite/CSR1_TC_27_c_5,CSR Click one of the member record and click continue,HIPAA Validation screen should be displayed,CSR Rewrite/CSR 22_F1,Add Coordination of benefits,component-5,1005,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 22,"Customer Support Representative (CSR) should be able to add new Coordination of benefits details for the called-in member, Customer Support Representative (CSR) should be able to add a new Coordination of Benefit with details like Other Payer Name, Other Payer Member ID, Product Type, PLan Effective date, COB indicator Primary or secondary, Plan Termination date and get the confirmation back from the system",CSR Rewrite/CSR1_TC_27_c,Validate CSR can add new invalid Coordination of benefits through search field,Validate CSR can add new invalid Coordination of benefits for the called-in member through search field,CSR Rewrite/CSR1_TC_27_c_6,"CSR enters correct information from caller   ZIP Code, SSN, First Name, Last Name, DOB and SSN details and click Validation",HIPAA validation completed and CSR taken to the M360 Screen,CSR Rewrite/CSR 22_F1,Add Coordination of benefits,component-10,1002,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen","Member First Name ""John""
Last Name = ""Edward""
DOB "" 12/12/198""
SSN = ""XXX-XX-1234""",1062
Member,Omni,p12345,CSR Rewrite/CSR 22,"Customer Support Representative (CSR) should be able to add new Coordination of benefits details for the called-in member, Customer Support Representative (CSR) should be able to add a new Coordination of Benefit with details like Other Payer Name, Other Payer Member ID, Product Type, PLan Effective date, COB indicator Primary or secondary, Plan Termination date and get the confirmation back from the system",CSR Rewrite/CSR1_TC_27_c,Validate CSR can add new invalid Coordination of benefits through search field,Validate CSR can add new invalid Coordination of benefits for the called-in member through search field,CSR Rewrite/CSR1_TC_27_c_7,CSR clicks on plus icon in M360 screen, screen should display different actions/tasks  and search field for actions,CSR Rewrite/CSR 22_F1,Add Coordination of benefits,component-8,1009,1063,Member,,HIPAA validation,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 22,"Customer Support Representative (CSR) should be able to add new Coordination of benefits details for the called-in member, Customer Support Representative (CSR) should be able to add a new Coordination of Benefit with details like Other Payer Name, Other Payer Member ID, Product Type, PLan Effective date, COB indicator Primary or secondary, Plan Termination date and get the confirmation back from the system",CSR Rewrite/CSR1_TC_27_c,Validate CSR can add new invalid Coordination of benefits through search field,Validate CSR can add new invalid Coordination of benefits for the called-in member through search field,CSR Rewrite/CSR1_TC_27_c_8,CSR types Coordination of benefits in search field,screen should display only Coordination of benefits action,CSR Rewrite/CSR 22_F1,Add Coordination of benefits,component-8,1009,1063,Member,,Actions,,,"CSR, Member, Coordination of benefits",None,
Member,Omni,p12345,CSR Rewrite/CSR 22,"Customer Support Representative (CSR) should be able to add new Coordination of benefits details for the called-in member, Customer Support Representative (CSR) should be able to add a new Coordination of Benefit with details like Other Payer Name, Other Payer Member ID, Product Type, PLan Effective date, COB indicator Primary or secondary, Plan Termination date and get the confirmation back from the system",CSR Rewrite/CSR1_TC_27_c,Validate CSR can add new invalid Coordination of benefits through search field,Validate CSR can add new invalid Coordination of benefits for the called-in member through search field,CSR Rewrite/CSR1_TC_27_c_9,CSR cliks on Coordination of benefits under Benefits/Auths/Claims column,screen should display warning message or Coordination of benefits records with add benefits link,CSR Rewrite/CSR 22_F1,Add Coordination of benefits,component-2,1007,1063,Member,,Actions,,,"CSR, Member, Coordination of benefits",None,
Member,Omni,p12345,CSR Rewrite/CSR 22,"Customer Support Representative (CSR) should be able to add new Coordination of benefits details for the called-in member, Customer Support Representative (CSR) should be able to add a new Coordination of Benefit with details like Other Payer Name, Other Payer Member ID, Product Type, PLan Effective date, COB indicator Primary or secondary, Plan Termination date and get the confirmation back from the system",CSR Rewrite/CSR1_TC_27_c,Validate CSR can add new invalid Coordination of benefits through search field,Validate CSR can add new invalid Coordination of benefits for the called-in member through search field,CSR Rewrite/CSR1_TC_27_c_10,CSR cliks on add benefits link,screen should ask for coordination of benefit details,CSR Rewrite/CSR 22_F1,Add Coordination of benefits,component-3,1004,1063,Member,,Coordination of benefits,,,"CSR, Member, Coordination of benefits",None,
Member,Omni,p12345,CSR Rewrite/CSR 22,"Customer Support Representative (CSR) should be able to add new Coordination of benefits details for the called-in member, Customer Support Representative (CSR) should be able to add a new Coordination of Benefit with details like Other Payer Name, Other Payer Member ID, Product Type, PLan Effective date, COB indicator Primary or secondary, Plan Termination date and get the confirmation back from the system",CSR Rewrite/CSR1_TC_27_c,Validate CSR can add new invalid Coordination of benefits through search field,Validate CSR can add new invalid Coordination of benefits for the called-in member through search field,CSR Rewrite/CSR1_TC_27_c_11,"CSR enters invalid details like invalid Payer Name, invalid Payer Member ID, invalid Product Type,invalid PLan Effective date, invalid COB indicator Primary or secondary, invalid Plan Termination date and click continue",screen should display error message and asks for correct information,CSR Rewrite/CSR 22_F1,Add Coordination of benefits,component-1,1008,1063,Member,,Coordination of benefits,,,"CSR, Member, Coordination of benefits","Other Payer Name=""xyz"", Other Payer Member ID=""123"", Product Type=""abc"", PLan Effective date=""22/2/22"", COB indicator Primary or secondary=""asd"", Plan Termination date=""22/2/221""",1073
Member,Omni,p12345,CSR Rewrite/CSR 23,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with current effective date,CSR Rewrite/CSR1_TC_28,Validate CSR can submit the enrollment Terminate request ,Validate CSR can submit the enrollment Terminate request for the called in Member,CSR Rewrite/CSR1_TC_28_3,CSR Provide the Member ID in the search Field and click search,Member search result screen displayed with matching member record with multiple enrollment(s) if any ,CSR Rewrite/CSR 23_F1,Termination,component-9,1003,1063,Member,,Member enrolled in the system,,,CSR,"Member ID = ""W5345678"" with the effective date 1/1/22",1074
Member,Omni,p12345,CSR Rewrite/CSR 23,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with current effective date,CSR Rewrite/CSR1_TC_28,Validate CSR can submit the enrollment Terminate request ,Validate CSR can submit the enrollment Terminate request for the called in Member,CSR Rewrite/CSR1_TC_28_4,Validate the Member Record details,"Member Records should include Member ID, Last Name, First Name, Middle Name, Date of Birth, Address, Business line, Member Status, DSNP indicator (Y/N)",CSR Rewrite/CSR 23_F1,Termination,component-3,1004,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 23,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with current effective date,CSR Rewrite/CSR1_TC_28,Validate CSR can submit the enrollment Terminate request ,Validate CSR can submit the enrollment Terminate request for the called in Member,CSR Rewrite/CSR1_TC_28_5,CSR Click one of the member record and click continue,HIPAA Validation screen should be displayed,CSR Rewrite/CSR 23_F1,Termination,component-8,1009,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 23,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with current effective date,CSR Rewrite/CSR1_TC_28,Validate CSR can submit the enrollment Terminate request ,Validate CSR can submit the enrollment Terminate request for the called in Member,CSR Rewrite/CSR1_TC_28_6,"CSR enters correct information from caller   ZIP Code, SSN, First Name, Last Name, DOB and SSN details and click Validation",HIPAA validation completed and CSR taken to the M360 Screen,CSR Rewrite/CSR 23_F1,Termination,component-10,1002,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen","Member First Name ""Johnny""
Last Name = ""Doe""
DOB "" 12/12/1984""
SSN = ""XXX-XX-1234""",1075
Member,Omni,p12345,CSR Rewrite/CSR 23,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with current effective date,CSR Rewrite/CSR1_TC_28,Validate CSR can submit the enrollment Terminate request ,Validate CSR can submit the enrollment Terminate request for the called in Member,CSR Rewrite/CSR1_TC_28_7,CSR clicks on the Plan information Tab,Plan information tab displayed with the current plan details and Terminate Button,CSR Rewrite/CSR 23_F1,Termination,component-1,1008,1063,Member,,HIPAA validation,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 23,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with current effective date,CSR Rewrite/CSR1_TC_28,Validate CSR can submit the enrollment Terminate request ,Validate CSR can submit the enrollment Terminate request for the called in Member,CSR Rewrite/CSR1_TC_28_8,CSR clicks the Terminate Button from Plan information ,Screen displayed with Terminate date and reason fields along with the Submit button,CSR Rewrite/CSR 23_F1,Termination,component-1,1008,1063,Member,,Plan information screen,,,"CSR, Member, Coordination of benefits",Terminate Date = Current-Date,1076
Member,Omni,p12345,CSR Rewrite/CSR 23,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with current effective date,CSR Rewrite/CSR1_TC_28,Validate CSR can submit the enrollment Terminate request ,Validate CSR can submit the enrollment Terminate request for the called in Member,CSR Rewrite/CSR1_TC_28_9,"CSR enters the current date as termination date, reason details and Click submit","Tool shows the confirmation message ""Termination request submitted for the member, will be reflected in the system in 1 working day",CSR Rewrite/CSR 23_F1,Termination,component-3,1004,1063,Member,,Plan information screen,,,"CSR, Member, Coordination of benefits",None,
Member,Omni,p12345,CSR Rewrite/CSR 23,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with current effective date,CSR Rewrite/CSR1_TC_28_a,Validate CSR tries to submit the enrollment Terminate request  with invalid date,Validate CSR tries to submit the enrollment Terminate request with invalid date for the called in Member,CSR Rewrite/CSR1_TC_28_a_3,CSR Provide the Member ID in the search Field and click search,Member search result screen displayed with matching member record with multiple enrollment(s) if any ,CSR Rewrite/CSR 23_F1,Termination,component-7,1010,1063,Member,,Member enrolled in the system,,,CSR,"Member ID = ""W5345678"" with the effective date 1/1/22",1074
Member,Omni,p12345,CSR Rewrite/CSR 23,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with current effective date,CSR Rewrite/CSR1_TC_28_a,Validate CSR tries to submit the enrollment Terminate request  with invalid date,Validate CSR tries to submit the enrollment Terminate request with invalid date for the called in Member,CSR Rewrite/CSR1_TC_28_a_4,Validate the Member Record details,"Member Records should include Member ID, Last Name, First Name, Middle Name, Date of Birth, Address, Business line, Member Status, DSNP indicator (Y/N)",CSR Rewrite/CSR 23_F1,Termination,component-2,1007,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 23,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with current effective date,CSR Rewrite/CSR1_TC_28_a,Validate CSR tries to submit the enrollment Terminate request  with invalid date,Validate CSR tries to submit the enrollment Terminate request with invalid date for the called in Member,CSR Rewrite/CSR1_TC_28_a_5,CSR Click one of the member record and click continue,HIPAA Validation screen should be displayed,CSR Rewrite/CSR 23_F1,Termination,component-5,1005,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 23,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with current effective date,CSR Rewrite/CSR1_TC_28_a,Validate CSR tries to submit the enrollment Terminate request  with invalid date,Validate CSR tries to submit the enrollment Terminate request with invalid date for the called in Member,CSR Rewrite/CSR1_TC_28_a_6,"CSR enters correct information from caller   ZIP Code, SSN, First Name, Last Name, DOB and SSN details and click Validation",HIPAA validation completed and CSR taken to the M360 Screen,CSR Rewrite/CSR 23_F1,Termination,component-4,1001,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen","Member First Name ""Johnny""
Last Name = ""Doe""
DOB "" 12/12/1984""
SSN = ""XXX-XX-1234""",1075
Member,Omni,p12345,CSR Rewrite/CSR 23,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with current effective date,CSR Rewrite/CSR1_TC_28_a,Validate CSR tries to submit the enrollment Terminate request  with invalid date,Validate CSR tries to submit the enrollment Terminate request with invalid date for the called in Member,CSR Rewrite/CSR1_TC_28_a_7,CSR clicks on the Plan information Tab,Plan information tab displayed with the current plan details and Terminate Button,CSR Rewrite/CSR 23_F1,Termination,component-4,1001,1063,Member,,HIPAA validation,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 23,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with current effective date,CSR Rewrite/CSR1_TC_28_a,Validate CSR tries to submit the enrollment Terminate request  with invalid date,Validate CSR tries to submit the enrollment Terminate request with invalid date for the called in Member,CSR Rewrite/CSR1_TC_28_a_8,CSR clicks the Terminate Button from Plan information ,Screen displayed with Terminate date and reason fields along with the Submit button,CSR Rewrite/CSR 23_F1,Termination,component-3,1004,1063,Member,,Plan information screen,,,"CSR, Member, Coordination of benefits",Terminate Date = Current-Date,1076
Member,Omni,p12345,CSR Rewrite/CSR 23,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with current effective date,CSR Rewrite/CSR1_TC_28_a,Validate CSR tries to submit the enrollment Terminate request  with invalid date,Validate CSR tries to submit the enrollment Terminate request with invalid date for the called in Member,CSR Rewrite/CSR1_TC_28_a_9,"CSR enters the invalid current date as termination date, reason details and Click submit","Tool shows the warning message ""invalid date"" and asks for correct date.",CSR Rewrite/CSR 23_F1,Termination,component-1,1008,1063,Member,,Plan information screen,,,"CSR, Member, Coordination of benefits",None,
Member,Omni,p12345,CSR Rewrite/CSR 24,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with future effective date (max 6 months from the date),CSR Rewrite/CSR1_TC_29,Validate CSR can submit the enrollment Terminate request  for future effective date,Validate CSR can submit the enrollment Terminate request for the called in Member in future effective date,CSR Rewrite/CSR1_TC_29_3,CSR Provide the Member ID in the search Field and click search,Member search result screen displayed with matching member record with multiple enrollment(s) if any ,CSR Rewrite/CSR 24_F1,Termination,component-6,1006,1063,Member,,Member enrolled in the system,,,CSR,"Member ID = ""W5346658"" with the effective date 1/1/22",1077
Member,Omni,p12345,CSR Rewrite/CSR 24,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with future effective date (max 6 months from the date),CSR Rewrite/CSR1_TC_29,Validate CSR can submit the enrollment Terminate request  for future effective date,Validate CSR can submit the enrollment Terminate request for the called in Member in future effective date,CSR Rewrite/CSR1_TC_29_4,Validate the Member Record details,"Member Records should include Member ID, Last Name, First Name, Middle Name, Date of Birth, Address, Business line, Member Status, DSNP indicator (Y/N)",CSR Rewrite/CSR 24_F1,Termination,component-3,1004,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 24,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with future effective date (max 6 months from the date),CSR Rewrite/CSR1_TC_29,Validate CSR can submit the enrollment Terminate request  for future effective date,Validate CSR can submit the enrollment Terminate request for the called in Member in future effective date,CSR Rewrite/CSR1_TC_29_5,CSR Click one of the member record and click continue,HIPAA Validation screen should be displayed,CSR Rewrite/CSR 24_F1,Termination,component-8,1009,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 24,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with future effective date (max 6 months from the date),CSR Rewrite/CSR1_TC_29,Validate CSR can submit the enrollment Terminate request  for future effective date,Validate CSR can submit the enrollment Terminate request for the called in Member in future effective date,CSR Rewrite/CSR1_TC_29_6,"CSR enters correct information from caller   ZIP Code, SSN, First Name, Last Name, DOB and SSN details and click Validation",HIPAA validation completed and CSR taken to the M360 Screen,CSR Rewrite/CSR 24_F1,Termination,component-4,1001,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen","Member First Name ""David""
Last Name = ""Doe""
DOB "" 12/12/1984""
SSN = ""XXX-XX-1234""",1078
Member,Omni,p12345,CSR Rewrite/CSR 24,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with future effective date (max 6 months from the date),CSR Rewrite/CSR1_TC_29,Validate CSR can submit the enrollment Terminate request  for future effective date,Validate CSR can submit the enrollment Terminate request for the called in Member in future effective date,CSR Rewrite/CSR1_TC_29_7,CSR clicks on the Plan information Tab,Plan information tab displayed with the current plan details and Terminate Button,CSR Rewrite/CSR 24_F1,Termination,component-7,1010,1063,Member,,HIPAA validation,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 24,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with future effective date (max 6 months from the date),CSR Rewrite/CSR1_TC_29,Validate CSR can submit the enrollment Terminate request  for future effective date,Validate CSR can submit the enrollment Terminate request for the called in Member in future effective date,CSR Rewrite/CSR1_TC_29_8,CSR clicks the Terminate Button from Plan information ,Screen displayed with Terminate date and reason fields along with the Submit button,CSR Rewrite/CSR 24_F1,Termination,component-6,1006,1063,Member,,Plan information screen,,,"CSR, Member, Coordination of benefits",Terminate Date = 6/1/221,1079
Member,Omni,p12345,CSR Rewrite/CSR 24,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with future effective date (max 6 months from the date),CSR Rewrite/CSR1_TC_29,Validate CSR can submit the enrollment Terminate request  for future effective date,Validate CSR can submit the enrollment Terminate request for the called in Member in future effective date,CSR Rewrite/CSR1_TC_29_9,"CSR enters the future date as termination date, reason details and Click submit","Tool shows the confirmation message ""Termination request submitted for the member, will be reflected in the system in 1 working day",CSR Rewrite/CSR 24_F1,Termination,component-5,1005,1063,Member,,Plan information screen,,,"CSR, Member, Coordination of benefits",None,
Member,Omni,p12345,CSR Rewrite/CSR 24,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with future effective date (max 6 months from the date),CSR Rewrite/CSR1_TC_29_a,Validate CSR tries to submit the enrollment Terminate request  for invalid future effective date,Validate CSR tries to submit the enrollment Terminate request for the called in Member with invalid future effective date,CSR Rewrite/CSR1_TC_29_a_3,CSR Provide the Member ID in the search Field and click search,Member search result screen displayed with matching member record with multiple enrollment(s) if any ,CSR Rewrite/CSR 24_F1,Termination,component-2,1007,1063,Member,,Member enrolled in the system,,,CSR,"Member ID = ""W5346658"" with the effective date 1/1/22",1077
Member,Omni,p12345,CSR Rewrite/CSR 24,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with future effective date (max 6 months from the date),CSR Rewrite/CSR1_TC_29_a,Validate CSR tries to submit the enrollment Terminate request  for invalid future effective date,Validate CSR tries to submit the enrollment Terminate request for the called in Member with invalid future effective date,CSR Rewrite/CSR1_TC_29_a_4,Validate the Member Record details,"Member Records should include Member ID, Last Name, First Name, Middle Name, Date of Birth, Address, Business line, Member Status, DSNP indicator (Y/N)",CSR Rewrite/CSR 24_F1,Termination,component-3,1004,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 24,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with future effective date (max 6 months from the date),CSR Rewrite/CSR1_TC_29_a,Validate CSR tries to submit the enrollment Terminate request  for invalid future effective date,Validate CSR tries to submit the enrollment Terminate request for the called in Member with invalid future effective date,CSR Rewrite/CSR1_TC_29_a_5,CSR Click one of the member record and click continue,HIPAA Validation screen should be displayed,CSR Rewrite/CSR 24_F1,Termination,component-2,1007,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 24,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with future effective date (max 6 months from the date),CSR Rewrite/CSR1_TC_29_a,Validate CSR tries to submit the enrollment Terminate request  for invalid future effective date,Validate CSR tries to submit the enrollment Terminate request for the called in Member with invalid future effective date,CSR Rewrite/CSR1_TC_29_a_6,"CSR enters correct information from caller   ZIP Code, SSN, First Name, Last Name, DOB and SSN details and click Validation",HIPAA validation completed and CSR taken to the M360 Screen,CSR Rewrite/CSR 24_F1,Termination,component-4,1001,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen","Member First Name ""David""
Last Name = ""Doe""
DOB "" 12/12/1984""
SSN = ""XXX-XX-1234""",1078
Member,Omni,p12345,CSR Rewrite/CSR 24,Customer Support Representative (CSR) should be able terminate the existing member through the Customer Support Representative (CSR) Tool for the selected product with future effective date (max 6 months from the date),CSR Rewrite/CSR1_TC_29_a,Validate CSR tries to submit the enrollment Terminate request  for invalid future effective date,Validate CSR tries to submit the enrollment Terminate request for the called in Member with invalid future effective date,CSR Rewrite/CSR1_TC_29_a_7,CSR clicks on the Plan information Tab,Plan information tab displayed with the current plan details and Terminate Button,CSR Rewrite/CSR 24_F1,Termination,component-8,1009,1063,Member,,HIPAA validation,,,"CSR, Member, Demographics",None,
